"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1970","1970","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1971","1971","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1972","1972","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1973","1973","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1974","1974","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1975","1975","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1976","1976","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1977","1977","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1978","1978","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1979","1979","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1980","1980","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1981","1981","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1982","1982","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1983","1983","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1984","1984","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1985","1985","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1986","1986","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1987","1987","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1988","1988","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1989","1989","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1990","1990","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1991","1991","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1992","1992","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1993","1993","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1994","1994","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1995","1995","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1996","1996","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1997","1997","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1998","1998","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","1999","1999","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2000","2000","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2001","2001","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2002","2002","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2003","2003","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2004","2004","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2005","2005","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2006","2006","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2007","2007","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2008","2008","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2009","2009","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2010","2010","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2011","2011","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2012","2012","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2013","2013","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2014","2014","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2015","2015","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2016","2016","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2017","2017","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2018","2018","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2019","2019","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"MKD","North Macedonia","T-CONT-SEA-TON","Maritime containers transport (weight)","2020","2020","TONNE","Tonnes","3","Thousands",,,,"M","Missing value; data cannot exist"
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1970","1970","TONNEKM","Tonnes-kilometres","6","Millions",,,534,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1971","1971","TONNEKM","Tonnes-kilometres","6","Millions",,,700,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1972","1972","TONNEKM","Tonnes-kilometres","6","Millions",,,1098,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1973","1973","TONNEKM","Tonnes-kilometres","6","Millions",,,1078,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1974","1974","TONNEKM","Tonnes-kilometres","6","Millions",,,745,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1975","1975","TONNEKM","Tonnes-kilometres","6","Millions",,,718,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1976","1976","TONNEKM","Tonnes-kilometres","6","Millions",,,745,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1977","1977","TONNEKM","Tonnes-kilometres","6","Millions",,,885,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1978","1978","TONNEKM","Tonnes-kilometres","6","Millions",,,1016,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1979","1979","TONNEKM","Tonnes-kilometres","6","Millions",,,805,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1980","1980","TONNEKM","Tonnes-kilometres","6","Millions",,,871,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1981","1981","TONNEKM","Tonnes-kilometres","6","Millions",,,911,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1982","1982","TONNEKM","Tonnes-kilometres","6","Millions",,,980,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1983","1983","TONNEKM","Tonnes-kilometres","6","Millions",,,877,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1984","1984","TONNEKM","Tonnes-kilometres","6","Millions",,,900,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1985","1985","TONNEKM","Tonnes-kilometres","6","Millions",,,913,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1986","1986","TONNEKM","Tonnes-kilometres","6","Millions",,,906,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1987","1987","TONNEKM","Tonnes-kilometres","6","Millions",,,1482,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1988","1988","TONNEKM","Tonnes-kilometres","6","Millions",,,1608,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1989","1989","TONNEKM","Tonnes-kilometres","6","Millions",,,1575,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1990","1990","TONNEKM","Tonnes-kilometres","6","Millions",,,1447,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1991","1991","TONNEKM","Tonnes-kilometres","6","Millions",,,1279,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1992","1992","TONNEKM","Tonnes-kilometres","6","Millions",,,268,"B","Break"
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1993","1993","TONNEKM","Tonnes-kilometres","6","Millions",,,306,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1994","1994","TONNEKM","Tonnes-kilometres","6","Millions",,,331,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1995","1995","TONNEKM","Tonnes-kilometres","6","Millions",,,354,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1996","1996","TONNEKM","Tonnes-kilometres","6","Millions",,,373,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1997","1997","TONNEKM","Tonnes-kilometres","6","Millions",,,383,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1998","1998","TONNEKM","Tonnes-kilometres","6","Millions",,,403,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","1999","1999","TONNEKM","Tonnes-kilometres","6","Millions",,,415,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2000","2000","TONNEKM","Tonnes-kilometres","6","Millions",,,422,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2001","2001","TONNEKM","Tonnes-kilometres","6","Millions",,,589,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2002","2002","TONNEKM","Tonnes-kilometres","6","Millions",,,427,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2003","2003","TONNEKM","Tonnes-kilometres","6","Millions",,,547,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2004","2004","TONNEKM","Tonnes-kilometres","6","Millions",,,638,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2005","2005","TONNEKM","Tonnes-kilometres","6","Millions",,,711,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2006","2006","TONNEKM","Tonnes-kilometres","6","Millions",,,708,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2007","2007","TONNEKM","Tonnes-kilometres","6","Millions",,,810,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2008","2008","TONNEKM","Tonnes-kilometres","6","Millions",,,787,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2009","2009","TONNEKM","Tonnes-kilometres","6","Millions",,,773,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2010","2010","TONNEKM","Tonnes-kilometres","6","Millions",,,830,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2011","2011","TONNEKM","Tonnes-kilometres","6","Millions",,,750,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2012","2012","TONNEKM","Tonnes-kilometres","6","Millions",,,610,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2013","2013","TONNEKM","Tonnes-kilometres","6","Millions",,,554,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2014","2014","TONNEKM","Tonnes-kilometres","6","Millions",,,634,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2015","2015","TONNEKM","Tonnes-kilometres","6","Millions",,,624,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2016","2016","TONNEKM","Tonnes-kilometres","6","Millions",,,599,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2017","2017","TONNEKM","Tonnes-kilometres","6","Millions",,,714,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2018","2018","TONNEKM","Tonnes-kilometres","6","Millions",,,663,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2019","2019","TONNEKM","Tonnes-kilometres","6","Millions",,,680,,
"SVN","Slovenia","T-GOODS-RD-OWN","Road freight transport on own account","2020","2020","TONNEKM","Tonnes-kilometres","6","Millions",,,681,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","1995","1995","TONNEKM","Tonnes-kilometres","6","Millions",,,10369,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","1996","1996","TONNEKM","Tonnes-kilometres","6","Millions",,,10166,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","1997","1997","TONNEKM","Tonnes-kilometres","6","Millions",,,10735,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","1998","1998","TONNEKM","Tonnes-kilometres","6","Millions",,,13420,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","1999","1999","TONNEKM","Tonnes-kilometres","6","Millions",,,14144,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","2000","2000","TONNEKM","Tonnes-kilometres","6","Millions",,,13891,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","2001","2001","TONNEKM","Tonnes-kilometres","6","Millions",,,15055,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","2002","2002","TONNEKM","Tonnes-kilometres","6","Millions",,,21451,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","2003","2003","TONNEKM","Tonnes-kilometres","6","Millions",,,25517,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","2004","2004","TONNEKM","Tonnes-kilometres","6","Millions",,,25329,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","2005","2005","TONNEKM","Tonnes-kilometres","6","Millions",,,24450,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","2006","2006","TONNEKM","Tonnes-kilometres","6","Millions",,,24881,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","2007","2007","TONNEKM","Tonnes-kilometres","6","Millions",,,29388,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","2008","2008","TONNEKM","Tonnes-kilometres","6","Millions",,,27852,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","2009","2009","TONNEKM","Tonnes-kilometres","6","Millions",,,26678,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","2010","2010","TONNEKM","Tonnes-kilometres","6","Millions",,,29547,,
"CAN","Canada","T-SEA-CAB","Coastal shipping (national transport)","2011","2011","TONNEKM","Tonnes-kilometres","6","Millions",,,31735,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1970","1970","TONNEKM","Tonnes-kilometres","6","Millions",,,17645,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1971","1971","TONNEKM","Tonnes-kilometres","6","Millions",,,19436,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1972","1972","TONNEKM","Tonnes-kilometres","6","Millions",,,20693,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1973","1973","TONNEKM","Tonnes-kilometres","6","Millions",,,22548,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1974","1974","TONNEKM","Tonnes-kilometres","6","Millions",,,23075,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1975","1975","TONNEKM","Tonnes-kilometres","6","Millions",,,21233,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1976","1976","TONNEKM","Tonnes-kilometres","6","Millions",,,23803,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1977","1977","TONNEKM","Tonnes-kilometres","6","Millions",,,24072,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1978","1978","TONNEKM","Tonnes-kilometres","6","Millions",,,24593,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1979","1979","TONNEKM","Tonnes-kilometres","6","Millions",,,27489,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1980","1980","TONNEKM","Tonnes-kilometres","6","Millions",,,27543,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1981","1981","TONNEKM","Tonnes-kilometres","6","Millions",,,26112,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1982","1982","TONNEKM","Tonnes-kilometres","6","Millions",,,25483,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1983","1983","TONNEKM","Tonnes-kilometres","6","Millions",,,25587,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1984","1984","TONNEKM","Tonnes-kilometres","6","Millions",,,25220,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1985","1985","TONNEKM","Tonnes-kilometres","6","Millions",,,26243,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1986","1986","TONNEKM","Tonnes-kilometres","6","Millions",,,25316,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1987","1987","TONNEKM","Tonnes-kilometres","6","Millions",,,25595,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1988","1988","TONNEKM","Tonnes-kilometres","6","Millions",,,26475,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1989","1989","TONNEKM","Tonnes-kilometres","6","Millions",,,28094,"E","Estimated value"
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1990","1990","TONNEKM","Tonnes-kilometres","6","Millions",,,29730,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1991","1991","TONNEKM","Tonnes-kilometres","6","Millions",,,30119,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1992","1992","TONNEKM","Tonnes-kilometres","6","Millions",,,29468,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1993","1993","TONNEKM","Tonnes-kilometres","6","Millions",,,29433,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1994","1994","TONNEKM","Tonnes-kilometres","6","Millions",,,32339,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1995","1995","TONNEKM","Tonnes-kilometres","6","Millions",,,37406,"B","Break"
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1996","1996","TONNEKM","Tonnes-kilometres","6","Millions",,,38541,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1997","1997","TONNEKM","Tonnes-kilometres","6","Millions",,,39976,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1998","1998","TONNEKM","Tonnes-kilometres","6","Millions",,,41276,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","1999","1999","TONNEKM","Tonnes-kilometres","6","Millions",,,41729,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2000","2000","TONNEKM","Tonnes-kilometres","6","Millions",,,43762,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2001","2001","TONNEKM","Tonnes-kilometres","6","Millions",,,45079,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2002","2002","TONNEKM","Tonnes-kilometres","6","Millions",,,45766,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2003","2003","TONNEKM","Tonnes-kilometres","6","Millions",,,45049,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2004","2004","TONNEKM","Tonnes-kilometres","6","Millions",,,45690,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2005","2005","TONNEKM","Tonnes-kilometres","6","Millions",,,44493,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2006","2006","TONNEKM","Tonnes-kilometres","6","Millions",,,49901,"B","Break"
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2007","2007","TONNEKM","Tonnes-kilometres","6","Millions",,,49842,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2008","2008","TONNEKM","Tonnes-kilometres","6","Millions",,,49955,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2009","2009","TONNEKM","Tonnes-kilometres","6","Millions",,,43350,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2010","2010","TONNEKM","Tonnes-kilometres","6","Millions",,,45747,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2011","2011","TONNEKM","Tonnes-kilometres","6","Millions",,,46693,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2012","2012","TONNEKM","Tonnes-kilometres","6","Millions",,,44979,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2013","2013","TONNEKM","Tonnes-kilometres","6","Millions",,,45833,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2014","2014","TONNEKM","Tonnes-kilometres","6","Millions",,,47787,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2015","2015","TONNEKM","Tonnes-kilometres","6","Millions",,,48256,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2016","2016","TONNEKM","Tonnes-kilometres","6","Millions",,,49887,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2017","2017","TONNEKM","Tonnes-kilometres","6","Millions",,,51074,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2018","2018","TONNEKM","Tonnes-kilometres","6","Millions",,,50655.241,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2019","2019","TONNEKM","Tonnes-kilometres","6","Millions",,,50923,,
"AUT","Austria","T-GOODS-TOT-INLD","Total inland freight transport","2020","2020","TONNEKM","Tonnes-kilometres","6","Millions",,,48551.835966,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","1996","1996","NBR","Number","0","Units",,,704000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","1997","1997","NBR","Number","0","Units",,,722000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","1998","1998","NBR","Number","0","Units",,,802000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","1999","1999","NBR","Number","0","Units",,,903000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2000","2000","NBR","Number","0","Units",,,1045000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2001","2001","NBR","Number","0","Units",,,1232000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2002","2002","NBR","Number","0","Units",,,1383000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2003","2003","NBR","Number","0","Units",,,1602000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2004","2004","NBR","Number","0","Units",,,1728000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2005","2005","NBR","Number","0","Units",,,1931000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2006","2006","NBR","Number","0","Units",,,2105000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2007","2007","NBR","Number","0","Units",,,2448000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2008","2008","NBR","Number","0","Units",,,2308000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2009","2009","NBR","Number","0","Units",,,2421000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2010","2010","NBR","Number","0","Units",,,2562000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2011","2011","NBR","Number","0","Units",,,2604000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2012","2012","NBR","Number","0","Units",,,2586000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2013","2013","NBR","Number","0","Units",,,2869000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2014","2014","NBR","Number","0","Units",,,3111000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2015","2015","NBR","Number","0","Units",,,2924000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2016","2016","NBR","Number","0","Units",,,3102000,,
"IND","India","T-CONT-RL-TEU","Rail containers transport (TEU)","2017","2017","NBR","Number","0","Units",,,3531900,,
"SWE","Sweden","T-SEA-CAB","Coastal shipping (national transport)","1970","1970","TONNEKM","Tonnes-kilometres","6","Millions",,,5200,,
